,artistName,artistCountry
1125,El Alfa,DO
1126,Los Bukis,MX
1127,Lil Quil,PA
1128,ELENA ROSE,VE
1129,Haquil,PA
1130,Yuridia,MX
1131,Ricardo Montaner,AR
1132,Haze,ES
1133,Viktor Sheen,CZ
1134,Calin,CZ
1135,Separ,SK
1136,Hard Rico,CZ
1137,Ben Cristovao,CZ
1138,Sofian Medjmedj,CZ
1139,Ektor,CZ
1140,Kabát,CZ
1141,CA$HANOVA BULHAR,CZ
1142,STEIN27,CZ
1143,Luca Brassi10x,SK
1144,Steve Sniff,CZ
1145,Dorian,CZ
1146,DIVOKEJ BILL,CZ
1147,Robin Zoot,CZ
1148,Chinaski,CZ
1149,ŠKWOR,CZ
1150,Smack,CZ
1151,Mirai,CZ
1152,Saul,SK
1153,KOJO,CZ
1154,Lboy Bsc,CZ
1155,Daniel Landa,CZ
1156,Peter Pann,SK
1157,Sergei Barracuda,CZ
1158,Lucie,CZ
1159,Protiva,CZ
1160,Jaromir Nohavica,CZ
1161,Churaq Cyril,CZ
1162,Grey256,CZ
1163,OG PAV,CZ
1164,Renne Dang,CZ
1165,Rybičky 48,CZ
1166,Helena Vondráčková,CZ
1167,DJ Wich,CZ
1168,Michal David,CZ
1169,Kali,SK
1170,Churaq Sputnik,CZ
1171,Marek Ztracený,CZ
1172,Karel Gott,CZ
1173,Horkýže Slíže,SK
1174,Hana Zagorová,CZ
1175,Tři Sestry,CZ
1176,Harlej,CZ
1177,Mandrage,CZ
1178,Refew,CZ
1179,Dymytry,CZ
1180,Ales Brichta,CZ
1181,Rytmus,SK
1182,Frosti,CZ
1183,Posse,CZ
1184,Rohony,CZ
1185,Earth,CZ
1186,Pil C,SK
1187,58G,CZ
1188,Jelen,CZ
1189,Vypsana Fixa,CZ
1190,Kateřina Marie Tichá,CZ
1191,Kroky Frantiska Janecka,CZ
1192,Tomas Klus,CZ
1193,Ego,SK
1194,Ewa Farna,PL
1195,Sima,SK
1196,Adam Mišík,CZ
1197,Olympic,CZ
1198,Sub Focus,GB
1199,NAUME,CZ
1200,Sabaton,SE
1201,Reznik,CZ
1202,Żabson,PL
1203,Churaq Clique,CZ
1204,Rest,CZ
1205,Elán,SK
1206,XINDL X,CZ
1207,Morčata na útěku,CZ
1208,Vesna,CZ
1209,Michal Hruza,CZ
1210,Wanastowi Vjecy,CZ
1211,Daniel Šafařík,CZ
1212,Kryštof,CZ
1213,Hoftyk,CZ
1214,zakázanÝovoce,CZ
1215,Trautenberk,CZ
1216,Michajlov,CZ
1217,Böhse Onkelz,DE
1218,Mali,DE
1219,Mucco,DE
1220,Olexesh,UA
1221,JBS,DE
1222,Kollegah,DE
1223,Gustav,DE
1224,CAPO,DE
1225,Haftbefehl,DE
1226,MilleniumKid,DE
1227,Filow,DE
1228,AK AUSSERKONTROLLE,DE
1229,Sampagne,DE
1230,LEA,DE
1231,Mia Julia,DE
1232,SIRA,DE
1233,Peter Fox,DE
1234,SAMIRA,DE
1235,Nizi19,DE
1236,Bushido,DE
1237,Lucry & Suena,DE
1238,KALIM,DE
1239,Schillah,DE
1240,Felix Jaehn,DE
1241,Milano,DE
1242,Nate57,DE
1243,Kolja Goldstein,DE
1244,MERO,DE
1245,Zachi,DE
1246,KARDO,DE
1247,Lune,DE
1248,OG Keemo,DE
1249,Kool Savas,DE
1250,X WAVE,DE
1251,Drunken Masters,DE
1252,badchieff,DE
1253,Entspannungsmusik Oase,DE
1254,Shindy,DE
1255,Lamin,DK
1256,Gilli,DK
1257,KESI,DK
1258,Artigeardit,DK
1259,Benny Jamz,DK
1260,Gobs,DK
1261,Annika,DK
1262,Tobias Rahim,DK
1263,Rasmus Seebach,DK
1264,Mumle,DK
1265,APHACA,DK
1266,D1MA,DK
1267,Branco,DK
1268,MGP,DK
1269,Anton Westerlin,DK
1270,andreas odbjerg,DK
1271,Benjamin Hav,DK
1272,Ukendt Kunstner,DK
1273,Kundo,DK
1274,Omar,DK
1275,Nik & Jay,DK
1276,Kim Larsen,DK
1277,Mille,DK
1278,Noah Carter,DK
1279,Medina,DK
1280,MAS,DK
1281,Lukas Graham,DK
1282,Ude Af Kontrol,DK
1283,Suspekt,DK
1284,URO,DK
1285,ICEKIID,ZA
1286,The Minds Of 99,DK
1287,ozzy,DK
1288,TopGunn,DK
1289,Blæst,DK
1290,TV-2,DK
1291,Tessa,DK
1292,Ankerstjerne,DK
1293,Jonah Blacksmith,DK
1294,Lord Siva,DK
1295,JOSVA,DK
1296,Ella Augusta,DK
1297,Jimilian,DK
1298,Jamaika,DK
1299,Malte Ebert,DK
1300,Thor Farlov,DK
1301,Zuloo,DK
1302,Christopher,DK
1303,Burhan G,DK
1304,Alberte Winding,DK
1305,Svea S,DK
1306,Hans Philip,DK
1307,HEDEGAARD,DK
1308,Sivas,DK
1309,Joey Moe,DK
1310,L.O.C.,DK
1311,Merro8,DK
1312,Pil,DK
1313,Daniel Schulz,DK
1314,Ida Laurberg,DK
1315,Skinz,DK
1316,August Høyen,DK
1317,Thomas Helmig,DK
1318,Baloosh,DK
1319,Shu-Bi-Dua,DK
1320,ATYPISK,DK
1321,John Mayer,US
1322,Miklo,DK
1323,Panamah,DK
1324,Saveus,DK
1325,Cizzo,DK
1326,Trine Therkelsen,DK
1327,Stepz,DK
1328,Peter Sommer,DK
1329,Carmon,DK
1330,Tommy Seebach,DK
1331,Nephew,DK
1332,Dos Santos,DK
1333,Emma Sehested Høeg,DK
1334,Marstein,DK
1335,Blaue Blume,DK
1336,Berg,DK
1337,Phil Collins,GB
1338,Søs Fenger,DK
1339,Mads Langer,DK
1340,Lil Naay,DO
1341,NTG,DO
1342,Amenazzy,DO
1343,Luis Brown,DO
1344,Dowba Montana,DO
1345,Young J Villa,DO
1346,T.Y.S,DO
1347,Money JayJay,DO
1348,Lomiiel,DO
1349,KapotilleroRD,DO
1350,Rochy RD,DO
1351,Jey One,DO
1352,Puyalo Pantera,DO
1353,Braulio Fogon,DO
1354,Shadow Blow,DO
1355,Chris Lebron,DO
1356,Jezzy,DO
1357,Yiyo Sarante,DO
1358,Lennox,DO
1359,Donaty,DO
1360,Gabriel Pizarro Pizarro,DO
1361,David Rafael Duran Romero,DO
1362,Eliosbel galarraga Mendoza,DO
1363,Jose Alejandro Quintana,DO
1364,Carlos Trvp,DO
1365,El Blachy,DO
1366,Leo RD,DO
1367,Chael Produciendo,DO
1368,Jay Elite,DO
1369,LA PEDRA,DO
1370,Anthony Santos,DO
1371,Treintisiete,DO
1372,Maceo El Perro Blanco,DO
1373,Lilly Goodman,DO
1374,Frank Reyes,DO
1375,Tokischa,DO
1376,Dowel King,DO
1377,Julio Iglesias,ES
1378,Pillao VRT,DO
1379,Raulin Rodriguez,DO
1380,212MUSIC,DO
1381,Keyviem,DO
1382,Martin Lora,DO
1383,Mestizo Is Back,DO
1384,Lapiz Conciente,DO
1385,Yaisel LM,DO
1386,Little Homie,DO
1387,Pablo Piddy,DO
1388,El Experimento (Macgyver),DO
1389,Marcela Gandara,MX
1390,Dj Manin,DO
1391,Chocoleyrol,DO
1392,Elvis Martinez,DO
1393,Sin Nombre,DO
1394,Zacarias Ferreira,DO
1395,OG DETRUYELO,DO
1396,Yomel El Meloso,DO
1397,Clarent,PR
1398,Bnc La Ley Musical,DO
1399,Luis Miguel Del Amargue,DO
1400,Geovanny Polanco,DO
1401,DJ Nelson,PR
1402,Papera,DO
1403,Yoskar Sarante,DO
1404,Joe Veras,DO
1405,Mapa Negro,DO
1406,Barak,DO
1407,Redimi2,DO
1408,Sarai Rivera,DO
1409,DJ Lalo,DO
1410,Jossimar,CO
1411,Waldokinc El Troyano,CO
1412,Bacilos,US
1413,Sossa,CO
1414,Julio Jaramillo,EC
1415,R.K.M & Ken-Y,PR
1416,Micro TDH,VE
1417,Sebas,EC
1418,La Oreja de Van Gogh,ES
1419,Alex Ubago,ES
1420,Verde 70,EC
1421,nublu,EE
1422,5MIINUST,EE
1423,Smilers,EE
1424,säm,EE
1425,villemdrillem,EE
1426,triibupasta,EE
1427,Küberünnak & Karmo,EE
1428,An-Marlen,EE
1429,Terminaator,EE
1430,Tommy Cash,EE
1431,Reket,EE
1432,Lil Till,EE
1433,Chase & Status,GB
1434,boipepperoni,EE
1435,Joost,NL
1436,Arop,EE
1437,Vennaskond,EE
1438,AG,EE
1439,Kermo Murel,EE
1440,Florian Wahl,EE
1441,Genka,EE
1442,Põhja-Tallinn,EE
1443,gameboy tetris,EE
1444,Suur Papa,EE
1445,NOËP,EE
1446,LUCKI,US
1447,Bad Art,EE
1448,Artemas,GB
1449,Chrystal,EE
1450,Ines,EE
1451,Vaiko Eplik,EE
1452,EiK 2509,EE
1453,Clicherik & Mäx,EE
1454,Lil Tracy,US
1455,Karl Killing,EE
1456,Dagö,EE
1457,Trad.Attack!,EE
1458,Luude,AU
1459,Wilkinson,GB
1460,Tanel Padar & The Sun,EE
1461,Chief Keef,US
1462,G-Eazy,US
1463,Yung Lean,SE
1464,Dimension,GB
1465,pluuto,EE
1466,bbyclose,EE
1467,maria kallastu,EE
1468,Alex G,US
1469,NEXUS,EE
1470,Maxtract,EE
1471,Karl-Erik Taukar,EE
1472,Essam Sasa,EG
1473,Eslam Kabonga,EG
1474,Marwan Pablo,EG
1475,Tamer Ashour,EG
1476,مصطفي الجن و هادي الصغير - تيم الابداع,EG
1477,Bahaa Sultan,EG
1478,Shehab,EG
1479,Wegz,EG
1480,Ahmed Saad,EG
1481,Abyusif,EG
1482,Hamo Bika,EG
1483,Lege-Cy,EG
1484,Cairokee,EG
1485,Mahmoud El Leithy,EG
1486,Sherine,EG
1487,Elissa,LB
1488,aMuslima,EG
1489,TUL8TE,EG
1490,Afroto,EG
1491,Mahmoud El Esseily,EG
1492,Tamer Hosny,EG
1493,Ilmond,EG
1494,Tommy Gun,EG
1495,Ameen Khattab,EG
1496,Karim Cristiano,EG
1497,Mostafa Elgen,EG
1498,Magdy El Zahar,EG
1499,Reda El Bahrawy,EG
1500,Marwan Moussa,EG
1501,Ahmed Moza,EG
1502,El Waili,EG
1503,Karim Osama,EG
1504,Mohamed Mounir,EG
1505,Ramy Gamal,EG
1506,Rahma Mohsen,EG
1507,Hassan Shakosh,EG
1508,Youssif Elashry,EG
1509,Hady El Soghayar,EG
1510,Rally,EG
1511,Fares Sokar - فارس سكر,EG
1512,Houda,EG
1513,ZIAD ZAZA,EG
1514,Mohammed Saeed,EG
1515,Hussain Aljassmi,AE
1516,George Wassouf,SY
1517,Amir Eid,EG
1518,Hamo ElTikha,EG
1519,Abdulrahman Mohammed,SA
1520,Molotof,EG
1521,Hamza Namira,EG
1522,Husayn,EG
1523,zain Group,KW
1524,Nancy Ajram,LB
1525,Kimo Eldeeb,EG
1526,Ahmed Kamel,EG
1527,Mostafa El Gen,EG
1528,7l2olo,EG
1529,محمد البصيلي,EG
1530,Abo El Anwar,EG
1531,3enba,EG
1532,AL SHAMI,SY
1533,Mousv,EG
1534,حمادة مجدي,EG
1535,ليل المحمدي,EG
1536,ONUY,EG
1537,Haifa Wehbe,LB
1538,Umm Kulthum,EG
1539,Felo,EG
1540,Mohamed Ramadan,EG
1541,الصافي رايزو,EG
1542,عبدالرحمن مسعد,SA
1543,ريفو شو,EG
1544,Ahmed Sheba,EG
1545,Dj schemes,BR
1546,Ruby,EG
1547,Omar Kamal,EG
1548,Farid,EG
1549,Shahyn,EG
1550,Ahmed Amer,EG
1551,Sharmoofers,EG
1552,حمو رانجو,EG
1553,OTSHA,EG
1554,Muslim,EG
1554,Muslim2,EG
1555,Mohamed Fouad,EG
1556,Ahmed Santa,EG
1557,Eldab3,EG
1558,زاد,EG
1559,مودي امين,EG
1560,Akram Hosny,EG
1561,رحمه محسن,EG
1562,Massar Egbari,EG
1563,Mohab Omer,EG
1564,Samar Tarik,EG
1565,Amer Mounib,EG
1566,Double Zuksh,EG
1567,FL EX,EG
1568,DJ Totti,EG
1569,Shawaha,EG
1570,Hakim,EG
1571,Resha Costa,EG
1572,Lella Fadda,EG
1573,Ahmed Batshan,EG
1574,Samara Now,TN
1575,e& Egypt,EG
1576,Pousi,EG
1577,Hassan El Shafei,EG
1578,ميسو ميسره,EG
1579,Moustafa Hagag,EG
1580,Wingii,EG
1581,Fadel Chaker,LB
1582,Eslam Saso,EG
1583,Saint Levant,PS
1584,Mody Amin,EG
1585,Abdel Halim Hafez,EG
1586,Abd El Basset Hamouda,EG
1587,Riff,EG
1588,مصطفى ابو سريع,EG
1589,Lil Noby,EG
1590,Jannat,MA
1591,Bosy,EG
1592,TURK,EG
1593,Teefo,EG
1594,Nedaa Shrara,JO
1595,تيتو بندق,EG
1596,Bigsam,EG
1597,Ahmed Mekky,EG
1598,Lil Baba,EG
1599,Amal Maher,EG
1600,Ahmed Hamoody,EG
1601,Omar Id,EG
1602,Islam Sobhi,EG
1603,Arsenik,EG
1604,Moustafa Amar,EG
1605,Breaking the Boundaries,EG
1606,مسلم,EG
1607,Mayada El Hennawy,EG
1608,siilawy,JO
1609,Moscow,EG
1610,محمد سلطان,EG
1611,Tarek El Sheikh,EG
1612,Maha Ftouni,EG
1613,Miso misara,EG
1614,Al Sheikh Yasser Al-dosari,SA
1615,Donia Samir Ghanem,EG
1616,حوده بوده,EG
1617,El Joker,EG
1618,Aida el Ayoubi,EG
1619,JC Reyes,ES
1620,Delaossa,ES
1621,Aitana,ES
1622,Lola Indigo,ES
1623,SAIKO,ES
1624,Cruz Cafuné,ES
1625,Estopa,ES
1626,Rvfv,ES
1627,Dani Fernández,ES
1628,Cano,ES
1629,Omar Montes,ES
1630,GRECAS,ES
1631,DELLAFUENTE,ES
1632,Bigla The Kid,ES
1633,Maka,ES
1634,C. Tangana,ES
1635,Fito y Fitipaldis,ES
1636,Marta Santos,ES
1637,La Pantera,ES
1638,Extremoduro,ES
1639,8belial,ES
1640,Recycled J,ES
1641,Yung Beef,ES
1642,MC Menor JP,BR
1643,Beret,ES
1644,Lia Kali,ES
1645,Manuel Carrasco,ES
1646,J Abecia,ES
1647,Leiva,ES
1648,Natos y Waor,ES
1649,JCC,ES
1650,Arde Bogotá,ES
1651,Kidd Keo,ES
1652,Viva Suecia,ES
1653,Toni Anzis,ES
1654,Virtual Flavor,ES
1655,Camin,ES
1656,La La Love You,ES
1657,Juan Magán,ES
1658,Rigoberta Bandini,ES
1659,ROSALÍA,ES
1660,Luis Cortés,ES
1661,David Bisbal,ES
1662,Yapi,ES
1663,El Barrio,ES
1664,Hard GZ,ES
1665,El Canto Del Loco,ES
1666,Antonio Orozco,ES
1667,Cyril Kamer,ES
1668,Galvan Real,ES
1669,Abraham Mateo,ES
1670,Antoñito Molina,ES
1671,Amaral,ES
1672,Al Safir,ES
1673,Dani Martín,ES
1674,Daviles de Novelda,ES
1675,IZAL,ES
1676,Hoke,ES
1677,Ana Mena,ES
1678,Moncho Chavea,ES
1679,MARLENA,ES
1680,Marea,ES
1681,Oques Grasses,ES
1682,Álvaro De Luna,ES
1683,John Pollõn,ES
1684,Siloé,ES
1685,Demarco Flamenco,ES
1686,Pepe y Vizio,ES
1687,La Raíz,ES
1688,Guitarricadelafuente,ES
1689,Isac Elliot,FI
1690,Turisti,FI
1691,ibe,FI
1692,Averagekidluke,FI
1693,JVG,FI
1694,Costi,FI
1695,Ares,FI
1696,Jore & Zpoppa,FI
1697,Jenni Vartiainen,FI
1698,Sexmane,FI
1699,Bizi,FI
1700,KAJ,FI
1701,BESS,FI
1702,Haloo Helsinki!,FI
1703,Mirella,FI
1704,william,FI
1705,Cheek,FI
1706,emma & matilda,FI
1707,Gettomasa,FI
1708,Käärijä,FI
1709,Elastinen,FI
1710,AHTI,FI
1711,Sliki,FI
1712,pehmoaino,FI
1713,Lauri Haav,FI
1714,KUUMAA,FI
1715,J. Karjalainen,FI
1716,Ege Zulu,FI
1717,Behm,FI
1718,Portion Boys,FI
1719,Robin Packalen,FI
1720,Mouhous,FI
1721,Korelon,FI
1722,Eppu Normaali,FI
1723,Erika Vikman,FI
1724,VIIVI,FI
1725,KERZA,FI
1726,Cledos,FI
1727,HUGO,FI
1728,Etta,FI
1729,Jaakko Kulta,FI
1730,Pyhimys,FI
1731,DJ Oku Luukkainen,FI
1732,MELO,FI
1733,Leevi and the leavings,FI
1734,costee,FI
1735,Nelli Matula,FI
1736,Jami Faltin,FI
1737,Arttu Wiskari,FI
1738,Apulanta,FI
1739,SHRTY,FI
1740,Turmion Kätilöt,FI
1741,Benjamin,FI
1742,Teflon Brothers,FI
1743,Petri Nygård,FI
1744,MD$,FI
1745,Ellinoora,FI
1746,Dingo,FI
1747,Nightwish,FI
1748,ANI,FI
1749,VJ,FI
1750,Yö,FI
1751,PMMP,FI
1752,SANNI,FI
1753,Mikael Gabriel,FI
1754,Kaija Koo,FI
1755,Olavi Uusivirta,FI
1756,Suvi Teräsniska,FI
1757,ABREU,FI
1758,Bee,FI
1759,Ghost,SE
1760,TUULI,FI
1761,LAVAREDO,FI
1762,Klamydia,FI
1763,Kube,FI
1764,Joe L,FI
1765,Pasi ja Anssi,FI
1766,Gasellit,FI
1767,Miriam Bryant,SE
1768,Juha Tapio,FI
1769,Five Finger Death Punch,US
1770,Vesterinen Yhtyeineen,FI
1771,Evelina,FI
1772,Blacflaco,FI
1773,Samuli Putro,FI
1774,Pate Mustajärvi,FI
1775,Yölintu,FI
1776,Tupe.,FI
1777,HIM,FI
1778,Popeda,FI
1779,Vesta,FI
1780,Kake Randelin,FI
1781,Senya,FI
1782,Children Of Bodom,FI
1783,Arppa,FI
1784,Mariska,FI
1785,Happoradio,FI
1786,KAUKUA,FI
1787,Annika Eklund,FI
1788,kent,SE
1789,Bon Jovi,US
1790,In Flames,SE
1791,Tapani Kansa,FI
1792,Beast In Black,FI
1793,Juice Leskinen,FI
1794,Hooja,SE
1795,Spekti,FI
1796,Antti Tuisku,FI
1797,Arch Enemy,SE
1798,Iron Maiden,GB
1799,Alonzo,FR
1800,Guy2Bezbar,FR
1801,Rim'K,FR
1802,OBOY,FR
1803,Genezio,FR
1804,Niro,FR
1805,Zola,FR
1806,DJ Kawest,FR
1807,Jazzy Bazz,FR
1808,Luidji,FR
1809,Kendji Girac,FR
1810,Kaaris,FR
1811,Hoshi,FR
1812,Attachingboy,FR
1813,Orelsan,FR
1814,Laylow,FR
1815,Soprano,FR
1816,Timal,FR
1817,Vitaa,FR
1818,Gradur,FR
1819,UZI,FR
1820,Landy,FR
1821,Heuss L'enfoiré,FR
1822,Ben Mazué,FR
1823,Ziak,FR
1824,Josas,FR
1825,MHD,FR
1826,Pomme,FR
1827,Naza,FR
1828,R2,FR
1829,Johnny Hallyday,FR
1830,Charles Aznavour,FR
1831,Saez,FR
1832,Francis Cabrel,FR
1833,Dr. Yaro,FR
1834,Bekar,FR
1835,Bigflo & Oli,FR
1836,Slimane,FR
1837,M. Pokora,FR
1838,ElGrandeToto,MA
1839,Julien Doré,FR
1840,Freeze corleone,FR
1841,La Fouine,FR
1842,Louane,FR
1843,DA Uzi,FR
1844,Sexion d'Assaut,FR
1845,Daft Punk,FR
1846,Imen Es,FR
1847,Mister You,FR
1848,SANTA,FR
1849,Jean-Jacques Goldman,FR
1850,Green Montana,FR
1851,1PLIKÉ140,FR
1852,JRK 19,FR
1853,Sofiane Pamart,FR
1854,Niaks,FR
1855,Clara Luciani,FR
1856,Yseult,FR
1857,Vianney,FR
1858,RK,FR
1859,Linh,FR
1860,Jolagreen23,FR
1861,Nej,FR
1862,Renaud,FR
1863,Lynda,FR
1864,La Fève,FR
1865,Anyme023,FR
1866,Lomepal,FR
1867,Theodora,FR
1868,Christophe Maé,FR
1869,Zkr,FR
1870,Muse,GB
1871,Sam Fender,GB
1872,Oasis,GB
1873,Skepta,GB
1874,Sonny Fodera,GB
1875,The Smiths,GB
1876,Olivia Dean,GB
1877,Jorja Smith,GB
1878,AJ Tracey,GB
1879,Becky Hill,GB
1880,Jess Glynne,GB
1881,The 1975,GB
1882,Nines,GB
1883,Amy Winehouse,GB
1884,Stormzy,GB
1885,Stereophonics,GB
1886,Jazzy,IE
1887,Original Broadway Cast of Hamilton,US
1888,Elvis Presley,US
1889,Catfish and the Bottlemen,GB
1890,Paolo Nutini,GB
1891,George Ezra,GB
1892,Rudimental,GB
1893,Aitch,GB
1894,Clementine Douglas,GB
1895,Summer Walker,US
1896,Whitney Houston,US
1897,Stevie Wonder,US
1898,The Kooks,GB
1899,Disclosure,GB
1900,David Bowie,GB
1901,Bob Dylan,US
1902,RICTA,GR
1903,TOQUEL,GR
1904,Savv,GR
1905,Beyond,GR
1906,Strat,GR
1907,FLY LO,GR
1908,RACK,GR
1909,Sicario,GR
1910,Ivan Greko,GR
1911,Trannos,GR
1912,SNIK,GR
1913,BeTaf Beats,GR
1914,Saske,GR
1915,Light,GR
1916,Dani Gambino,GR
1917,Oge,GR
1918,Bloody Hawk,GR
1919,Dof Twogee,GR
1920,Mad Clip,GR
1921,LEX,GR
1922,Arab,GR
1923,Sin Laurent,GR
1924,APON,GR
1925,Kidd,GR
1926,Wang,GR
1927,Hawk,GR
1928,Roi 6/12,GR
1929,Th Mark,GR
1930,Ethismos,GR
1931,Notis Sfakianakis,GR
1932,Fy,GR
1933,Marina Satti,GR
1934,XRS,GR
1935,Block 93,GR
1936,DIFF,GR
1937,Immune,GR
1938,Anna Vissi,CY
1939,Rayu,GR
1940,Nikos Oikonomopoulos,GR
1941,Michael Touratzidis,GR
1942,Ioulia Kallimani,GR
1943,Eleni Foureira,GR
1944,Pantelis Pantelidis,GR
1945,DAIMA,GR
1946,Melisses,GR
1947,SIDARTA,GR
1948,Mike G,GR
1949,Dimitris Mitropanos,GR
1950,Logos Timis,GR
1951,Night Grind,GR
1952,Sin Boy,GR
1953,Metronome,GR
1954,ASOK,GR
1955,Giorgos Mazonakis,GR
1956,Ortiz,GR
1957,Ria Ellinidou,GR
1958,Konstantinos Argiros,GR
1959,Christos Mastoras,GR
1960,Mateos Nps,GR
1961,Giorgos Sabanis,GR
1962,DJ Waif,GR
1963,Mente Fuerte,GR
1964,Sigma,GR
1965,Michalis Hatzigiannis,CY
1966,Anastasia,GR
1967,Baghdad,GR
1968,HGEMONA$,GR
1969,Giorgos Kakosaios,GR
1970,Sadam,GR
1971,Kako,GR
1972,Thodoris Ferris,GR
1973,Antonis Remos,GR
1974,Marseaux,GR
1975,Bossikan,GR
1976,Melow,GR
1977,Nous,GR
1978,Dj The Boy,GR
1979,Beats Pliz,GR
1980,LILA,GR
1981,Foivos,GR
1982,Katerina Lioliou,GR
1983,Alecc,GR
1984,Tr4cer,GR
1985,Sp93,GR
1986,ATC Nico,GR
1987,Vasilis Karras,GR
1988,Sokratis Malamas,GR
1989,Haris Alexiou,GR
1990,Grandbois,GR
1991,Klavdia,GR
1992,Sanko,GR
1993,Thug Slime,GR
1994,Yanek,GR
1995,Despina Vandi,GR
1996,City Center,GR
1997,Dirty Harry,GR
1998,Ioannis,GR
1999,GXHAN,GR
2000,Eleuthero Pneuma,GR
2001,Novel 729,GR
2002,12os Pithikos,GR
2003,DJ.Silence,GR
2004,Negros Tou Moria,GR
2005,Mani,GR
2006,Koraki,GR
2007,Sativa,GR
2008,Marzi,GR
2009,Tokesick,GR
2010,Eversor,GR
2011,Pann,GR
2012,VLOSPA,GR
2013,GMBeaTz,GR
2014,2nd Roof,GR
2015,Nikos Apergis,GR
2016,Nikos Vertis,NL
2017,Petros Iakovidis,GR
2018,Miltos Pashalidis,GR
2019,Tanto,GR
2020,DJ Marvel,GR
2021,Mikros Kleftis,GR
2022,Giannis Ploutarhos,GR
2023,duKYS,GR
2024,Natasa Theodoridou,GR
2025,FANN,GR
2026,Anser,GR
2027,Tsaki,GR
2028,Stelios Kazantzidis,GR
2029,Onad,GR
2030,Nikos Makropoulos,GR
2031,BLVD Studio,GR
2032,Marina Spanou,GR
2033,YungKapa,GR
2034,Yiannis Kotsiras,GR
2035,Evangelia,GR
2036,Moose,GR
2037,Thanasis Papakonstantinou,GR
2038,Natassa Bofiliou,GR
2039,GoldenChild,GR
2040,Alkinoos Ioannidis,CY
2041,Stan,GR
2042,Billy Sio,GR
2043,Kareem Kalokoh,GR
2044,Stavento,GR
2045,MUNEYLXRD,GR
2046,Peggy Zina,GR
2047,Lavrentis Machairitsas,GR
2048,Pix Lax,GR
2049,Verde,GR
2050,Skive,GR
2051,Josephine,GR
2052,Solid,GR
2053,Vasilis Papakonstadinou,GR
2054,Chino Pacas,MX
2055,El Trono de Mexico,MX
2056,Bronco,MX
2057,Calibre 50,MX
2058,Clave Especial,MX
2059,Cartel De Santa,MX
2060,Alex Zurdo,PR
2061,Eslabon Armado,US
2062,Alfredo Olivas,MX
2063,Victor Valverde,MX
2064,Conjunto Primavera,MX
2065,Grupo Bryndis,MX
2066,Marcos Witt,US
2067,Funky,PR
2068,Gerardo Ortiz,US
2069,Los Caminantes,MX
2070,Selena,US
2071,Juan Freer,MX
2072,Malacates Trebol Shop,GT
2073,JR Torres,MX
2074,Juan Gabriel,MX
2075,Espinoza Paz,MX
2076,Los Acosta,MX
2077,Ed Maverick,MX
2078,Santa Fe Klan,MX
2079,Internacionales Conejos,MX
2080,miguel cornejo,MX
2081,Montez de Durango,US
2082,Estevan Plazola,MX
2083,Kim Richards,MX
2084,Kenia OS,MX
2085,Keung To,HK
2086,MC 張天賦,HK
2087,Anson Lo 盧瀚霆,HK
2088,Jay Chou,TW
2089,陳卓賢 Ian,HK
2090,Khalil Fong,US
2091,Hins Cheung,HK
2092,Leslie Cheung,HK
2093,G-DRAGON,KR
2094,Dear Jane,HK
2095,aespa,KR
2096,LE SSERAFIM,KR
2097,Kaho Hung,HK
2098,Terence Lam,HK
2099,Joey Yung,HK
2100,Yan Ting,HK
2101,Jacky Cheung,HK
2102,JJ Lin,SG
2103,Jay Fung,HK
2104,Panther Chan,HK
2105,YOASOBI,JP
2106,Stephy Tang,HK
2107,SEVENTEEN,KR
2108,keshi,US
2109,Faye Wong,CN
2110,Janice Vidal,HK
2111,Gareth.T,HK
2112,NewJeans,KR
2113,Tyson Yoshi,HK
2114,G.E.M.,CN
2115,BABYMONSTER,KR
2116,BIGBANG,KR
2117,Kary Ng,HK
2118,IVE,KR
2119,Mayday,TW
2120,LBI利比,CN
2121,Leo Ku,HK
2122,BLACKPINK,KR
2123,Jason Chan,HK
2124,moon tang,HK
2125,Alan Tam,HK
2126,Eric Chou,TW
2127,Nicholas Tse,HK
2128,(G)I-DLE,KR
2129,Edan 呂爵安,HK
2130,Sammi Cheng,HK
2131,陳健安,HK
2132,Kay Tse,HK
2133,TWICE,KR
2134,Stefanie Sun,SG
2135,AGA,HK
2136,Kiri T,HK
2137,Raymond Lam,HK
2138,Ekin Cheng,HK
2139,Miriam Yeung,HK
2140,Hacken Lee,HK
2141,IU,KR
2142,yung kai,HK
2143,Juno Mak,HK
2144,Leon Lai,HK
2145,JISOO,KR
2146,TAEYANG,KR
2147,Silence Wang,CN
2148,Charlie Puth,US
2149,Justin Lo,HK
2150,Nancy Kwai,HK
2151,Cloud 雲浩影,HK
2152,TOMORROW X TOGETHER,KR
2153,ILLIT,KR
2154,Priscilla Chan,HK
2155,Andy Hui,HK
2156,NMIXX,KR
2157,Gin Lee,HK
2158,Jer 柳應廷,HK
2159,Billy Choi,HK
2160,Dave Wang,HK
2161,Pakho Chau,HK
2162,my little airport,HK
2163,Ronghao Li,CN
2164,Fiona Sit,HK
2165,Danny Chan,HK
2166,Twins,HK
2167,ENHYPEN,KR
2168,颜人中,CN
2169,JACE,HK
2170,Andy Lau,HK
2171,Ronald Cheng,HK
2172,Joker Xue,CN
2173,Anita Mui,HK
2174,Lauv,US
2175,Crowd Lu,TW
2176,Shiga Lin,HK
2177,Alex Fong,HK
2178,Ado,JP
